PMID,gene,drug,interaction
17016423,g293,d2842,no_interaction
11920914,g38,d3456,inhibitor
16223958,g1883,d2556,inhibitor
16018973,g1026,d2715,agonist
10882160,g487,d2000,inhibitor
7703721,g730,d2041,agonist
17016423,g2366,d3400,no_interaction
17016424,g791,d3226,inhibitor
17016423,g574,d2146,no_interaction
17016423,g87,d2809,no_interaction
24947465,g1113,d365,antagonist
17016423,g183,d2409,no_interaction
18991633,g1096,d3436,inhibitor
17367763,g1279,d3264,inhibitor
23863923,g2072,d429,agonist
19576186,g1993,d1722,no_interaction
17192772,g2418,d2911,inhibitor
7832763,g1883,d2556,inhibitor
15992090,g1113,d2830,no_interaction
3038022,g649,d1693,inhibitor
17016423,g1113,d2564,no_interaction
9259062,g100,d3303,antagonist
17016423,g618,d3100,no_interaction
18691132,g1109,d2498,agonist
10377029,g147,d3554,inhibitor
16341239,g644,d253,inhibitor
17762320,g287,d3564,inhibitor
12613273,g36,d3237,inhibitor
16751287,g2028,d1991,inhibitor
17112405,g599,d2995,antagonist
17016423,g730,d2456,no_interaction
9650852,g1884,d2807,inhibitor
1400062,g147,d1879,inhibitor
17016423,g479,d432,no_interaction
19956552,g2376,d2645,inhibitor
10563228,g1110,d3562,agonist
17016423,g1641,d2456,no_interaction
17428103,g231,d1747,antagonist
20030735,g88,d3539,agonist
16022567,g92,d216,agonist
17016423,g447,d2022,no_interaction
16920841,g262,d2595,product of
14968366,g377,d105,inhibitor
17591945,g1859,d441,inhibitor
16980404,g2069,d3047,cofactor
23583259,g1598,d3122,agonist
17351760,g285,d2207,binder
19788505,g1174,d1798,antibody
20196537,g487,d3156,cofactor
3037028,g2329,d2070,agonist
11535580,g2028,d2113,inhibitor
8738610,g789,d2878,inhibitor
20126405,g644,d253,inhibitor
15011952,g1796,d1790,inhibitor
19056615,g343,d1701,agonist
17016423,g447,d2900,no_interaction
25517706,g456,d1792,agonist
1382161,g36,d1694,inhibitor
19601701,g676,d138,antagonist
10844127,g1110,d3562,agonist
2789998,g72,d2148,inhibitor
17436372,g1181,d2200,antagonist
16335785,g677,d358,antagonist
16629948,g1187,d2678,inhibitor
17016423,g2148,d2842,no_interaction
10924132,g1579,d3166,cofactor
17761156,g1164,d3480,antibody
17016423,g1601,d3504,no_interaction
11258887,g2178,d3234,ligand
8946244,g786,d2878,antagonist
17016423,g730,d83,no_interaction
23435542,g448,d3468,antagonist
16418310,g1274,d3226,antagonist
17229632,g801,d3226,antagonist
10075867,g656,d115,antagonist
17016423,g1847,d2677,no_interaction
9685354,g13,d3256,inhibitor
10658574,g828,d278,agonist
17016423,g1113,d330,no_interaction
2904117,g448,d2055,antagonist
9537821,g2148,d2546,inhibitor
15554912,g1602,d3238,antagonist
17016423,g2148,d1740,no_interaction
2378927,g656,d2956,antagonist
17016423,g574,d83,no_interaction
17016423,g1697,d2441,no_interaction
12142814,g1071,d2735,inhibitor
9035701,g1931,d3297,agonist
18279543,g730,d3402,modulator
14672731,g183,d2753,no_interaction
10601100,g1737,d1849,agonist
17016423,g479,d1736,no_interaction
14642426,g1181,d2200,antagonist
17327465,g105,d2143,agonist
21036126,g1695,d2314,inhibitor
17016423,g36,d2595,no_interaction
12269863,g1109,d3135,agonist
8827452,g1011,d2289,binder
15265636,g88,d2241,agonist
7909690,g633,d243,inhibitor
19119014,g293,d3425,inhibitor
16289353,g798,d3271,inhibitor
8732994,g1602,d1946,antagonist
10851239,g599,d3545,antagonist
15163842,g682,d2445,antagonist
17016423,g23,d3400,no_interaction
17016423,g1641,d2409,no_interaction
15046718,g2334,d2565,inducer
16912135,g1138,d2371,agonist
14633536,g656,d1945,antagonist
7612154,g1357,d2389,inhibitor
10067800,g100,d3303,antagonist
24045179,g411,d3112,inhibitor
8423526,g1113,d1708,agonist
11207504,g1117,d3302,partial agonist
16397263,g2198,d1815,multitarget
17472992,g676,d3207,antagonist
17016423,g293,d2676,no_interaction
17016423,g87,d3123,no_interaction
11275997,g1884,d2065,inhibitor
17016423,g1602,d330,no_interaction
16503765,g730,d3402,modulator
9878991,g100,d3303,antagonist
10852638,g1420,d2544,antagonist
17016423,g618,d2988,no_interaction
19515014,g2418,d59,inhibitor
17591676,g1599,d2996,activator
17016423,g1810,d2595,no_interaction
17016423,g479,d2146,no_interaction
16249494,g1878,d2446,agonist
16426349,g1612,d2880,inhibitor
19663609,g231,d1747,antagonist
17016423,g618,d3123,no_interaction
17167165,g1830,d81,activator
23320989,g656,d443,partial agonist
1731757,g470,d1759,ligand
15026345,g765,d2792,inhibitor
12123767,g2028,d2635,inhibitor
17294036,g20,d2215,modulator
17016423,g1587,d1740,no_interaction
23409799,g2366,d2992,inhibitor
18855614,g844,d1731,potentiator
16925508,g656,d3195,antagonist
6983619,g618,d3047,cofactor
17016423,g831,d2677,no_interaction
20227438,g2184,d2078,inhibitor
17340127,g1632,d134,antagonist
17531224,g8,d3047,inhibitor
11342449,g382,d2190,antibody
1460006,g287,d2598,inhibitor
12113124,g2296,d3342,inhibitor
16446048,g1259,d1868,other
2871880,g92,d2991,no_interaction
15210974,g2233,d2466,agonist
8494570,g287,d3564,inhibitor
9537821,g2148,d2637,inhibitor
10365684,g2320,d2594,inhibitor
9056052,g1110,d3135,agonist
3004501,g147,d1879,inhibitor
17016423,g87,d2842,no_interaction
16052578,g2296,d2355,inhibitor
21926191,g1274,d401,antagonist
17016423,g447,d3123,no_interaction
14614913,g1112,d3135,agonist
23318685,g718,d2861,other
17016423,g293,d2809,no_interaction
16629860,g1114,d3302,antagonist
2586634,g447,d2647,agonist
11398912,g730,d2165,antagonist
17016423,g1645,d2900,no_interaction
17016423,g2366,d2146,no_interaction
17016423,g1884,d2842,no_interaction
9083792,g656,d221,antagonist
15542782,g411,d2828,inhibitor
17016423,g1611,d3504,no_interaction
17016423,g2366,d2677,no_interaction
16595024,g730,d3402,modulator
17016423,g36,d2750,no_interaction
19506838,g1119,d3195,antagonist
2027917,g447,d3019,antagonist
16075246,g850,d3047,cofactor
10980236,g2149,d2546,inhibitor
10754457,g1601,d1851,agonist
17016423,g1587,d83,no_interaction
11552681,g1807,d2318,agonist
16611310,g2418,d59,inhibitor
15466206,g1952,d3226,inhibitor
20185318,g292,d1979,inhibitor
7824160,g1113,d2611,agonist
10903390,g2146,d2248,inhibitor
1397064,g2230,d1774,inhibitor
17016423,g2402,d3123,no_interaction
15821444,g1110,d3135,agonist
22594847,g144,d1761,inhibitor
17016423,g831,d2670,no_interaction
15740719,g1642,d434,agonist
17494858,g529,d2106,other
17016423,g1883,d2784,no_interaction
19703035,g294,d3564,inhibitor
19465361,g1578,d3435,agonist
17603555,g1830,d2903,activator
17016423,g1697,d1693,no_interaction
12185001,g449,d1907,antagonist
17016423,g87,d2564,no_interaction
9080465,g1619,d2469,other
17016423,g23,d2071,no_interaction
17016423,g574,d2434,no_interaction
11484080,g19,d2204,inhibitor
11024226,g183,d1946,antagonist
12065695,g1884,d2807,inhibitor
10667230,g787,d2878,antagonist
24947465,g656,d365,agonist
17016423,g1883,d532,no_interaction
23514013,g1219,d3154,inhibitor
17016423,g1601,d2670,no_interaction
19788928,g1872,d1903,agonist
12221207,g928,d3156,cofactor
19168050,g448,d3398,antagonist
8819507,g88,d2241,agonist
17026984,g163,d2317,inhibitor
23319019,g1169,d3120,binder
18423812,g36,d1694,inhibitor
7726490,g633,d243,inhibitor
26412054,g1108,d2115,agonist
8499653,g849,d3047,cofactor
17016423,g1174,d3400,no_interaction
17431913,g1416,d1771,cofactor
11041225,g1737,d2067,agonist
17496727,g1187,d2678,inhibitor
16343217,g1737,d2557,agonist
10366506,g393,d107,antibody
17762320,g294,d3564,inhibitor
1663395,g2320,d2594,inhibitor
17016423,g830,d2842,no_interaction
17016423,g2412,d77,no_interaction
20811346,g676,d138,antagonist
16230377,g2198,d1815,multitarget
11386852,g2068,d3334,cofactor
11291777,g1078,d2504,antagonist
3806383,g981,d444,inhibitor
11961144,g2126,d1721,inhibitor
10852638,g1426,d2544,inhibitor
20448797,g100,d3303,antagonist
10688973,g1634,d2070,agonist
1590750,g73,d2148,inhibitor
23493838,g329,d359,inhibitor
12525272,g1115,d2022,agonist
16420438,g1999,d3417,agonist
17016423,g1810,d3123,no_interaction
18996527,g1575,d2715,binder
17016423,g1884,d1693,no_interaction
12217863,g2080,d2983,inhibitor
17016423,g1601,d1736,no_interaction
17016423,g1113,d532,no_interaction
19273748,g321,d2994,agonist
11944917,g2003,d157,antagonist
17016423,g831,d83,no_interaction
17016423,g2412,d2022,no_interaction
17713475,g1186,d2677,inhibitor
15955613,g2099,d2611,no_interaction
20435140,g2412,d1682,agonist
16641841,g1357,d2850,inhibitor
12497048,g183,d2725,antagonist
16515478,g730,d3402,modulator
11873938,g487,d2000,inhibitor
12840797,g682,d2029,antagonist
7957034,g1635,d440,agonist
23437846,g1601,d3466,antagonist
17016423,g741,d3440,no_interaction
9342550,g656,d2511,antagonist
17016423,g2148,d2676,no_interaction
17016423,g2099,d2261,no_interaction
14513718,g1884,d2423,inhibitor
10541376,g1445,d2312,antibody
17106506,g1116,d2834,antagonist
10707565,g1807,d3147,agonist
17016423,g23,d1693,no_interaction
10531405,g655,d2137,antagonist
20436887,g147,d3554,inhibitor
3345199,g38,d1820,inhibitor
14638394,g565,d2161,antagonist
15331551,g899,d2076,agonist
17016423,g1810,d1736,no_interaction
17519292,g472,d2513,inducer
17218095,g2412,d2019,agonist
10076535,g183,d334,antagonist
19218671,g1695,d1698,inhibitor
16534527,g899,d2076,agonist
15542782,g414,d2828,inhibitor
17629851,g2049,d2690,inhibitor
17694093,g1033,d3529,inhibitor
11264449,g835,d3354,potentiator
17016423,g2402,d3419,no_interaction
3143355,g2068,d3047,cofactor
11916544,g814,d3077,antagonist
11889204,g571,d2656,inducer
20104269,g1597,d1660,other
17016423,g1174,d2071,no_interaction
17016423,g1883,d2146,no_interaction
11162924,g183,d2143,antagonist
16010590,g2366,d3434,inhibitor
17016423,g741,d2676,no_interaction
17016423,g1645,d3100,no_interaction
17016423,g1611,d2988,no_interaction
11431346,g682,d467,antagonist
15191400,g1826,d248,inhibitor
10193663,g1112,d1976,agonist
17350930,g47,d81,product of
6645495,g1737,d1849,agonist
16406943,g451,d3398,antagonist
17016423,g833,d2261,no_interaction
12441383,g2250,d3047,cofactor
11132243,g1078,d2830,agonist
17016423,g1587,d532,no_interaction
17016423,g293,d3440,no_interaction
18761325,g231,d1847,agonist
20718616,g1079,d3149,antagonist
1656846,g1633,d440,agonist
17148760,g2198,d1815,multitarget
17016423,g1641,d2900,no_interaction
11160858,g1626,d3234,product of
16988497,g758,d2490,ligand
17209801,g2148,d2611,negative modulator
17016423,g1697,d2676,no_interaction
11049861,g1108,d2621,agonist
17016423,g2402,d2988,no_interaction
17016423,g23,d3417,no_interaction
8577935,g100,d3487,antagonist
16702329,g1807,d2318,agonist
11264758,g599,d2995,antagonist
7918347,g655,d2885,antagonist
17015817,g1477,d3078,multitarget
10692398,g307,d2638,inhibitor
15232725,g1116,d2834,antagonist
9697104,g1116,d1708,agonist
17364004,g183,d2806,agonist
17016423,g1810,d2750,no_interaction
17341305,g730,d3023,agonist
17016423,g479,d77,no_interaction
17352685,g1697,d202,antagonist
15272045,g2028,d2113,inhibitor
17016423,g1847,d330,no_interaction
9673855,g1358,d2850,inhibitor
10487207,g959,d3354,antagonist
17016423,g2402,d2071,no_interaction
17016423,g183,d2677,no_interaction
7855217,g1078,d375,antagonist
17016423,g1641,d532,no_interaction
17408310,g1246,d1708,inhibitor
15950014,g2149,d163,negative modulator
17503894,g730,d3402,modulator
19237207,g730,d2054,agonist
17016423,g836,d2409,no_interaction
3146348,g1766,d146,antagonist
3036471,g2329,d2070,agonist
19663609,g229,d1747,antagonist
2587420,g352,d464,inducer
11212866,g656,d200,agonist
17016423,g2148,d2409,no_interaction
17016423,g1884,d3123,no_interaction
10924272,g1660,d3166,cofactor
17016423,g1587,d1693,no_interaction
16472864,g1241,d1804,antagonist
11325810,g1250,d2203,inhibitor
17016423,g836,d2123,no_interaction
22035879,g1078,d101,antagonist
18691132,g1114,d3145,agonist
16039053,g1873,d2653,agonist
11204352,g479,d1943,agonist
17016423,g183,d2750,no_interaction
948350,g248,d2276,inhibitor
12517791,g183,d334,antagonist
16542139,g1175,d2286,agonist
16126010,g2148,d2243,inducer
19228178,g1476,d3078,multitarget
9523318,g1601,d2126,agonist
12537583,g941,d3047,cofactor
11054378,g463,d3255,inhibitor
17016423,g1847,d77,no_interaction
16902987,g2366,d3434,inhibitor
16436588,g1710,d1815,antagonist
13129395,g1445,d3405,antibody
17209801,g2099,d2611,no_interaction
16885432,g2149,d2663,inhibitor
15563582,g1871,d3259,antagonist
14737100,g721,d2445,antagonist
10755406,g1592,d1875,inhibitor
11132243,g1108,d2830,antagonist
17145755,g2211,d2289,binder
19888514,g1203,d3379,inhibitor
17082603,g890,d3223,binder
17139494,g480,d1943,agonist
241701,g942,d3047,cofactor
17531267,g947,d2213,cofactor
15523652,g1414,d1771,cofactor
12499173,g2197,d394,inhibitor
12226513,g2197,d3314,inhibitor
17016423,g1174,d3100,no_interaction
4070383,g1358,d2389,inhibitor
19668749,g293,d367,inhibitor
12080538,g730,d2165,antagonist
15037111,g1878,d2446,agonist
17016423,g2412,d2434,no_interaction
10475242,g1807,d3147,agonist
17016423,g23,d330,no_interaction
16973729,g1115,d2095,agonist
16402123,g837,d1993,no_interaction
16700548,g521,d1875,inhibitor
15357957,g656,d2580,antagonist
14684332,g293,d367,inhibitor
17016423,g741,d2842,no_interaction
17016423,g2366,d2409,no_interaction
1908244,g1360,d2041,antagonist
17016423,g2148,d2900,no_interaction
10773014,g19,d2702,inhibitor
23539642,g1357,d163,inhibitor
1730582,g1626,d1972,other
20185318,g294,d1979,inhibitor
17168665,g765,d463,inhibitor
17016423,g730,d3504,no_interaction
20856607,g656,d3195,antagonist
17460608,g2078,d2167,inhibitor
12145099,g20,d2215,modulator
17016423,g183,d2456,no_interaction
20441428,g770,d2207,antagonist
12876237,g487,d2000,inhibitor
2899826,g448,d3024,no_interaction
17016423,g1883,d2456,no_interaction
12596860,g2204,d3047,cofactor
16716,g92,d2869,partial agonist
17016423,g1601,d2441,no_interaction
15466450,g1117,d3302,partial agonist
10917554,g13,d3256,inhibitor
10762666,g1246,d2956,inhibitor
17016423,g2402,d1740,no_interaction
16722815,g899,d2076,agonist
21606412,g1274,d401,antagonist
7981009,g92,d2689,antagonist
17053736,g1205,d1969,antibody
19077543,g2030,d3083,inhibitor
7824160,g1115,d2611,agonist
26455563,g1684,d112,inhibitor
11740958,g1878,d340,agonist
17016423,g2366,d2809,no_interaction
12498013,g1110,d1976,agonist
10929089,g1883,d2423,inhibitor
6816217,g287,d2058,inhibitor
3517382,g1880,d2919,inhibitor
2248058,g1357,d2389,inhibitor
17016423,g1884,d2670,no_interaction
17016423,g1602,d2146,no_interaction
21955206,g2304,d3350,antagonist
17016423,g1847,d2988,no_interaction
17016423,g1645,d2988,no_interaction
17016423,g479,d2988,no_interaction
17016423,g36,d3123,no_interaction
11241400,g2320,d2594,inhibitor
18343915,g293,d3564,inhibitor
12970169,g1194,d2364,agonist
11264449,g830,d2279,potentiator
12008749,g656,d400,agonist
17013809,g1737,d3023,agonist
12104042,g1884,d457,inhibitor
15866500,g2366,d425,inhibitor
10598555,g2366,d3077,inhibitor
14635083,g1116,d1924,antagonist
12180353,g1695,d1698,inhibitor
2855368,g2329,d1888,agonist
16141635,g1884,d2318,inhibitor
17919259,g229,d1747,antagonist
16505027,g1878,d3414,agonist
18574460,g2022,d3030,inhibitor
20185318,g298,d1979,inhibitor
12046682,g2296,d3342,inhibitor
20357016,g1928,d2994,agonist
1674528,g656,d2137,antagonist
17053162,g472,d2513,inducer
16914135,g1078,d317,antagonist
8098761,g1109,d2869,antagonist
15369444,g730,d3402,modulator
12477380,g2178,d3234,ligand
17016423,g831,d330,no_interaction
17308870,g1884,d2984,inhibitor
17016423,g618,d2385,no_interaction
15753098,g1913,d2715,binder
10619176,g1760,d2199,inhibitor
11474486,g1805,d2096,agonist
1168577,g2276,d2634,binder
17575216,g718,d1812,agonist
10482907,g2366,d3077,inhibitor
16702624,g1079,d2082,antagonist
11835984,g1078,d1892,antagonist
16039053,g1874,d2653,agonist
12573452,g1884,d2318,inhibitor
17052999,g1807,d2318,agonist
17479245,g874,d2208,agonist
10193663,g1109,d1976,agonist
17016423,g1697,d3504,no_interaction
10641988,g657,d3145,agonist
15056946,g1110,d3135,agonist
1460006,g287,d2053,inhibitor
15096229,g1112,d3562,agonist
12172803,g1060,d2510,inhibitor
12093318,g1110,d3135,agonist
17016423,g293,d3400,no_interaction
3004220,g931,d1806,negative modulator
17016423,g1810,d2677,no_interaction
18034539,g1932,d3297,agonist
12727196,g2178,d3234,ligand
17016423,g1645,d3419,no_interaction
16784786,g1441,d3047,cofactor
9108990,g2056,d2690,potentiator
16022567,g92,d2342,agonist
11594443,g1113,d3195,antagonist
11720783,g92,d1714,agonist
17118173,g730,d2554,agonist
17016423,g2366,d2595,no_interaction
11500505,g15,d3256,inhibitor
17016423,g1611,d3417,no_interaction
17691961,g100,d3303,antagonist
27031469,g178,d2144,binder
20002520,g2099,d2611,inhibitor
7062741,g1601,d1754,agonist
18447604,g1078,d321,agonist
7518297,g1578,d2640,inhibitor
17016423,g2402,d2434,no_interaction
17016423,g574,d2564,no_interaction
16045524,g1737,d1957,agonist
17016423,g23,d2595,no_interaction
17016423,g1645,d432,no_interaction
26809244,g2077,d1980,modulator
8499653,g850,d3047,cofactor
14725487,g92,d216,agonist
15684812,g1601,d2132,agonist
15022409,g2296,d1798,no_interaction
11596649,g1379,d3156,cofactor
9398303,g1479,d3334,cofactor
11772274,g321,d2994,agonist
17016423,g2148,d2434,no_interaction
17016423,g833,d83,no_interaction
14871277,g656,d374,antagonist
10322101,g147,d3554,inhibitor
15864123,g343,d1701,agonist
17350930,g51,d81,product of
17016423,g1602,d3400,no_interaction
19878872,g2198,d2985,inhibitor
10463324,g1109,d3562,agonist
17016423,g23,d2434,no_interaction
17216565,g1174,d2286,agonist
16480505,g1598,d3117,agonist
17016423,g183,d2784,no_interaction
1336906,g2412,d1891,agonist
9832994,g1115,d2651,antagonist
17016423,g1601,d2809,no_interaction
17016423,g741,d2900,no_interaction
16099840,g1027,d2715,agonist
10651393,g633,d2450,inhibitor
2962844,g2070,d57,inhibitor
19416629,g449,d1813,antagonist
16899990,g304,d2638,inhibitor
10794813,g1259,d1993,no_interaction
16396637,g262,d2595,product of
2835038,g2310,d3220,inhibitor
19503773,g487,d3395,inhibitor
17016423,g741,d1693,no_interaction
17016423,g830,d3419,no_interaction
17016423,g1697,d2456,no_interaction
12614680,g904,d2488,antagonist
10966747,g2148,d2546,inhibitor
10699595,g1737,d2643,antagonist
16126915,g36,d3237,inhibitor
17545544,g1710,d3226,antagonist
17016423,g830,d2809,no_interaction
17016423,g23,d3440,no_interaction
17016423,g293,d2988,no_interaction
17413599,g472,d2513,inducer
17611986,g1480,d1771,cofactor
11030016,g36,d3409,inhibitor
17016423,g1611,d2842,no_interaction
2653642,g2205,d1787,binder
17016423,g833,d3400,no_interaction
8647296,g1619,d2469,other
17911465,g283,d2207,binder
20053189,g931,d1826,antagonist
10894798,g2080,d2983,inhibitor
17132810,g2431,d2088,inhibitor
10374120,g1737,d2643,antagonist
18055877,g2320,d435,inhibitor
17016423,g2402,d432,no_interaction
14684332,g287,d1872,inhibitor
15865850,g730,d2165,antagonist
17016423,g618,d2784,no_interaction
16505108,g718,d1812,agonist
17016423,g87,d2456,no_interaction
17016423,g1601,d3417,no_interaction
17016423,g1611,d3400,no_interaction
10575283,g479,d2687,partial agonist
17016423,g2366,d77,no_interaction
18041889,g396,d52,antagonist
9145928,g1108,d123,antagonist
7962113,g1766,d146,antagonist
17017961,g2148,d2907,inhibitor
10227113,g450,d2773,antagonist
17083033,g1171,d172,antagonist
11790786,g1428,d2544,inhibitor
17260025,g92,d2964,agonist
17016423,g2402,d2456,no_interaction
17016423,g1174,d2385,no_interaction
12824918,g1884,d2065,inhibitor
16987374,g1695,d1998,inhibitor
15955613,g2098,d163,no_interaction
17016423,g1697,d2123,no_interaction
19125880,g1246,d3504,inhibitor
11403930,g2148,d2243,inducer
17016423,g1174,d2842,no_interaction
19703035,g293,d3564,inhibitor
17016423,g2366,d3440,inhibitor
1315825,g1417,d419,inhibitor
17016423,g183,d1740,no_interaction
17016423,g1641,d83,no_interaction
25354738,g1166,d3185,antagonist
16025254,g1417,d419,inhibitor
1863523,g447,d1907,antagonist
8399219,g470,d1759,ligand
17944454,g448,d2174,antagonist
11888555,g1119,d3195,antagonist
2151003,g931,d2691,agonist
18058577,g807,d2084,antibody
17016423,g1601,d2434,no_interaction
7692072,g787,d2878,antagonist
11484080,g19,d2202,binder
12713571,g758,d2490,ligand
17016423,g1611,d3100,no_interaction
10503726,g656,d2956,antagonist
17016423,g618,d2456,no_interaction
2456096,g1879,d2331,agonist
14733708,g1878,d340,agonist
17016423,g1810,d83,no_interaction
17016423,g1602,d3417,no_interaction
15939622,g1883,d446,inhibitor
12185001,g448,d1907,antagonist
17016423,g1810,d2146,no_interaction
17016423,g1884,d2071,no_interaction
17016423,g730,d2441,no_interaction
17016423,g574,d2441,no_interaction
17300176,g1296,d3047,cofactor
17567713,g2335,d232,inducer
17016423,g1601,d1693,no_interaction
11939936,g487,d2000,inhibitor
20658522,g721,d2445,antagonist
16817895,g1401,d2644,antagonist
2120386,g2148,d2546,inhibitor
17016423,g1641,d2146,no_interaction
17016423,g618,d2409,no_interaction
17016423,g2402,d2146,no_interaction
17016423,g1587,d3400,no_interaction
9862398,g1635,d2464,partial agonist
17016423,g836,d3504,no_interaction
11098106,g1635,d2070,agonist
17016423,g1884,d1736,no_interaction
15771415,g2148,d2651,binder
12562875,g1884,d2318,inhibitor
10530931,g448,d1907,antagonist
15694653,g656,d2511,antagonist
17024689,g1884,d2807,inhibitor
8612523,g293,d1868,inhibitor
15180525,g801,d3264,inhibitor
16185077,g2204,d3047,cofactor
17107221,g1737,d2749,agonist
17150210,g1884,d2556,inhibitor
17016423,g36,d3417,no_interaction
11563332,g1884,d3311,inhibitor
12770942,g1250,d1868,inducer
17016423,g574,d2784,no_interaction
17205056,g801,d3226,antagonist
17929114,g23,d2724,inhibitor
15285788,g1601,d2126,agonist
15567452,g2056,d3379,potentiator
16966686,g1991,d2188,inhibitor
17016423,g1884,d2676,no_interaction
17016423,g836,d3400,no_interaction
15821444,g1109,d1976,no_interaction
17016423,g1645,d532,no_interaction
18265991,g1478,d3307,inhibitor
11678581,g260,d2941,agonist
11056242,g357,d1806,inhibitor
23730498,g514,d2984,inhibitor
20230007,g183,d2806,agonist
9600588,g1115,d2498,agonist
17016423,g1884,d2456,no_interaction
7531353,g656,d2830,antagonist
8101879,g656,d2511,antagonist
17355872,g2073,d3266,inhibitor
17088426,g1700,d81,product of
17531224,g850,d3047,cofactor
17016423,g23,d432,no_interaction
17016423,g36,d2409,no_interaction
17594079,g449,d3450,antagonist
17016423,g1611,d1736,no_interaction
11700150,g1078,d321,agonist
17016423,g833,d2900,no_interaction
17016423,g23,d532,no_interaction
14992338,g81,d3344,antagonist
11264449,g953,d2279,antagonist
11854273,g599,d2995,antagonist
17016423,g730,d3440,no_interaction
11435507,g928,d3156,cofactor
17016423,g836,d2809,no_interaction
12626425,g2211,d2289,binder
18559524,g800,d2731,inhibitor
15870086,g765,d2792,inhibitor
6646243,g1358,d2844,inhibitor
12477282,g981,d444,inhibitor
17016423,g1697,d2988,no_interaction
16818707,g2200,d2108,inhibitor
17020995,g2216,d1815,inhibitor
17016423,g1645,d2123,no_interaction
17016423,g1810,d2409,no_interaction
6374639,g183,d2725,antagonist
15955613,g2098,d2611,no_interaction
18333889,g899,d2495,agonist
16472148,g1695,d1698,inhibitor
15557593,g1710,d3264,inhibitor
15892618,g1884,d3342,antagonist
17016423,g2402,d2595,no_interaction
12163349,g1826,d248,inhibitor
17016423,g1645,d2670,no_interaction
15967876,g1246,d1708,inhibitor
17016423,g1611,d2784,no_interaction
10452868,g1883,d3163,inhibitor
24016069,g1113,d2953,other
8930006,g1116,d2651,antagonist
16398929,g36,d3079,inhibitor
20497523,g730,d2581,agonist
19642221,g1442,d1982,agonist
15161930,g733,d1880,agonist
2573502,g73,d2148,inhibitor
10379623,g1635,d3031,agonist
17273750,g1079,d2082,antagonist
17065054,g1991,d2188,inhibitor
12079382,g121,d148,inducer
12105857,g2296,d3342,inhibitor
17016423,g2412,d2750,no_interaction
16096275,g8,d3047,inhibitor
15358223,g2161,d2318,inhibitor
17016423,g1884,d1868,no_interaction
7948825,g787,d3252,agonist
2871880,g92,d2812,no_interaction
12646212,g1026,d2715,agonist
17016423,g1587,d2676,no_interaction
17103252,g1890,d2450,antagonist
17016423,g1611,d1868,no_interaction
16808554,g1884,d3163,inhibitor
16503922,g517,d1752,agonist
15469457,g656,d3349,antagonist
16244789,g574,d147,inhibitor
18559524,g1351,d2731,inhibitor
17016423,g1611,d2385,no_interaction
17016423,g87,d77,no_interaction
20185318,g301,d1979,inhibitor
18045214,g447,d2647,agonist
11810299,g928,d3156,cofactor
16938288,g1807,d3303,partial agonist
20185318,g290,d1979,inhibitor
12076859,g1695,d2341,inhibitor
17016423,g1174,d2022,no_interaction
17016423,g1697,d77,no_interaction
17016423,g836,d1736,no_interaction
17016423,g730,d2022,no_interaction
17016423,g36,d2670,no_interaction
7855217,g1078,d2956,no_interaction
17016423,g87,d2595,no_interaction
11168717,g232,d3047,cofactor
17016423,g1587,d432,no_interaction
12963042,g2197,d3314,inhibitor
17016423,g2366,d2784,no_interaction
18066532,g86,d2022,partial agonist
1654566,g2329,d1888,agonist
2527092,g656,d1945,antagonist
10212017,g451,d375,antagonist
12204108,g1060,d2510,inhibitor
17374,g2276,d2634,binder
12222762,g1878,d340,agonist
17016423,g479,d2677,no_interaction
17016423,g618,d2750,no_interaction
17016423,g1883,d77,no_interaction
17263187,g472,d2513,inducer
17016423,g1847,d2123,no_interaction
12167567,g1884,d3481,inhibitor
17016423,g830,d432,no_interaction
17016423,g833,d2677,no_interaction
17016423,g1601,d532,no_interaction
14605254,g931,d466,antagonist
17535895,g778,d3561,inhibitor
17445089,g508,d2884,inhibitor
12119030,g1562,d3047,cofactor
1730767,g2297,d2289,binder
2632448,g111,d3259,inhibitor
10727523,g15,d3256,inhibitor
16981708,g47,d81,product of
17016423,g1810,d3419,no_interaction
10658902,g633,d243,inhibitor
17016423,g1645,d3440,no_interaction
17691961,g1807,d3303,partial agonist
7522861,g448,d2174,antagonist
16053391,g2284,d1863,agonist
14505258,g574,d2459,antagonist
11408092,g1626,d3234,product of
17166391,g2366,d2188,inhibitor
17016423,g1645,d2676,no_interaction
23272794,g1078,d2330,antagonist
18034539,g1933,d3297,agonist
11350858,g38,d2393,inhibitor
10998057,g2068,d3334,cofactor
7540578,g730,d1806,agonist
11318637,g871,d3047,cofactor
19434889,g1737,d2557,agonist
11054378,g1159,d2579,inhibitor
12145099,g19,d2215,other
18066532,g87,d2022,partial agonist
9876137,g2028,d1736,inhibitor
14646172,g1878,d2446,agonist
17084172,g183,d3327,agonist
18691132,g655,d3148,agonist
17016423,g1641,d3400,no_interaction
9647463,g1646,d3266,antagonist
17016423,g1611,d3440,no_interaction
17016423,g1174,d3504,no_interaction
17715389,g23,d2724,inhibitor
17016423,g1601,d2456,no_interaction
8831771,g2253,d3115,antagonist
17016423,g1847,d432,no_interaction
11978145,g1358,d2471,no_interaction
17016423,g1113,d2261,no_interaction
26025563,g46,d3205,other
17016423,g2099,d3504,no_interaction
11561080,g147,d3554,inhibitor
17016423,g447,d3440,no_interaction
10198642,g1806,d2318,agonist
